"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig"
"PFDN5",8.23235676764118e-05,0.149838449668692,0.836,0.811,1,"NS"
"CCT6A",0.383170508591232,0.14974147108587,0.217,0.205,1,"NS"
"DUT",0.504546107708503,0.149563308063402,0.188,0.18,1,"NS"
"RAD23A",0.223717744721603,0.148943166951184,0.202,0.185,1,"NS"
"FGD3",0.967268699872623,0.148071117866107,0.109,0.11,1,"NS"
"EIF3H",0.0233437083240088,0.148065303404752,0.411,0.371,1,"NS"
"JUND",0.44297355895523,0.147897310299494,0.5,0.513,1,"NS"
"EEF1D",0.00136961859087016,0.147743393183296,0.9,0.865,1,"NS"
"UBE2L6",0.61359082035435,0.147184144072593,0.218,0.212,1,"NS"
"ST3GAL1",0.820739203313817,0.147103146790584,0.127,0.126,1,"NS"
"PPP6R1",0.123620475087923,0.144964486646711,0.106,0.088,1,"NS"
"SDF2",0.281562959913741,0.14446748093747,0.179,0.164,1,"NS"
"RSL1D1",0.402724671381222,0.144170788891454,0.208,0.198,1,"NS"
"CD55",0.476158082298526,0.143892476916738,0.227,0.216,1,"NS"
"AIMP1",0.249030829602127,0.143422105191128,0.156,0.14,1,"NS"
"PDE7A",0.954553266487257,0.142189673765357,0.116,0.118,1,"NS"
"SAT2",0.217084806340167,0.141557596754871,0.149,0.132,1,"NS"
"DRAM2",0.111594095289955,0.141129109811559,0.11,0.091,1,"NS"
"WDR45B",0.346964598757362,0.138234720246204,0.101,0.091,1,"NS"
"SVIP",0.480671194525554,0.13823091127175,0.141,0.132,1,"NS"
"EXOSC8",0.445172473832882,0.137056661767813,0.115,0.107,1,"NS"
"ACTN4",0.634352854026352,0.136655625499293,0.295,0.292,1,"NS"
"APOBEC3G",0.162178251474933,0.136392463922048,0.465,0.445,1,"NS"
"ACIN1",0.611753919238246,0.136173344553614,0.113,0.107,1,"NS"
"LDHB",0.129792856384452,0.135886162962368,0.381,0.358,1,"NS"
"IRF2BP2",0.232759418429108,0.134193067842642,0.126,0.111,1,"NS"
"CCNL2",0.45185498270564,0.132819226264352,0.096,0.106,1,"NS"
"RBCK1",0.414823661587428,0.132516249348168,0.199,0.189,1,"NS"
"UBALD2",0.769538762733032,0.13153669307272,0.167,0.175,1,"NS"
"TBCC",0.506155505537778,0.130566741880579,0.157,0.169,1,"NS"
"ODF2L",0.247762690049168,0.128557774054279,0.207,0.19,1,"NS"
"IFI6",0.762779444016734,0.127870454994384,0.19,0.188,1,"NS"
"CCSER2",0.742766021738775,0.12682645577732,0.191,0.189,1,"NS"
"CHST11",0.55534679480285,0.126268768403632,0.118,0.127,1,"NS"
"FXR1",0.269332860967144,0.12607747665855,0.165,0.15,1,"NS"
"PRPF38A",0.924383353443475,0.125539408666306,0.127,0.127,1,"NS"
"LYSMD2",0.155701391067053,0.124700041485097,0.121,0.104,1,"NS"
"PTBP1",0.602391865670675,0.124690164962557,0.153,0.148,1,"NS"
"PSMD12",0.548539955441445,0.123955972079345,0.124,0.118,1,"NS"
"CDK2AP2",0.150448757636645,0.123697842925691,0.29,0.268,1,"NS"
"RNF114",0.685578575369866,0.1232230990821,0.139,0.135,1,"NS"
"CGGBP1",0.746697736529585,0.122952106360378,0.161,0.157,1,"NS"
"FTH1",0.000278099699850073,0.122410970192142,0.942,0.952,1,"NS"
"TOB1",0.621702161556824,0.121527116878984,0.177,0.172,1,"NS"
"GPX4",0.0728779735643762,0.121464596407713,0.37,0.34,1,"NS"
"PHF14",0.339100509893423,0.121448952968991,0.131,0.119,1,"NS"
"HNRNPUL1",0.818954791914308,0.120955776778958,0.218,0.228,1,"NS"
"EVL",0.0429911092564316,0.119497962863384,0.594,0.568,1,"NS"
"CHMP4A",0.454960411506233,0.119486030168358,0.31,0.303,1,"NS"
"HLA-DPB1",0.389302199822676,0.119479191464874,0.523,0.532,1,"NS"
"ALKBH5",0.830325761809122,0.118255592994044,0.122,0.119,1,"NS"
"NDUFS8",0.146068395088545,0.118206267332207,0.271,0.247,1,"NS"
"EMB",0.33284088106236,0.118074772781866,0.255,0.24,1,"NS"
"TOMM20",0.494641815253146,0.117095811215921,0.244,0.233,1,"NS"
"UBE2N",0.159097984647709,0.115112449278854,0.252,0.232,1,"NS"
"GBP1",0.430489670325406,0.115084038357198,0.111,0.101,1,"NS"
"FIBP",0.966918803299542,0.114402579273364,0.136,0.139,1,"NS"
"CBX3",0.196930364423536,0.114173703238508,0.264,0.246,1,"NS"
"DNTTIP2",0.294273741492428,0.11415717657965,0.206,0.192,1,"NS"
"FLOT1",0.258905528710056,0.1115494385227,0.157,0.141,1,"NS"
"NONO",0.911451307303913,0.111431964883209,0.179,0.183,1,"NS"
"GYG1",0.491286548311445,0.111208168691594,0.127,0.119,1,"NS"
"KRR1",0.383737145532439,0.11109482622702,0.144,0.132,1,"NS"
"SMIM19",0.97811723833985,0.108553224258588,0.104,0.105,1,"NS"
"SLC25A6",0.100978310778089,0.107975618322371,0.565,0.551,1,"NS"
"HNRNPAB",0.473765660520626,0.107260089002652,0.187,0.177,1,"NS"
"NDUFB5",0.654032211573063,0.107222747810791,0.158,0.152,1,"NS"
"CISD2",0.412512926608658,0.107192414744132,0.103,0.094,1,"NS"
"SBDS",0.714780387387573,0.107101197202896,0.244,0.241,1,"NS"
"ZNF394",0.822153781202199,0.106321944388557,0.142,0.139,1,"NS"
"TXN2",0.791826370443291,0.105863871655432,0.161,0.159,1,"NS"
"COPS2",0.404396431004966,0.105706930765564,0.106,0.097,1,"NS"
"RHOH",0.277045874997335,0.105541806378397,0.227,0.211,1,"NS"
"CIRBP",0.053358203938833,0.105424014442083,0.656,0.611,1,"NS"
"ATP6V1H",0.502782119258464,0.105394797183238,0.103,0.096,1,"NS"
"CDC26",0.199235419814374,0.105283738855561,0.179,0.16,1,"NS"
"OXA1L",0.596801319724691,0.105193834600468,0.108,0.102,1,"NS"
"BTF3",0.0179463374508755,0.10274657945143,0.778,0.761,1,"NS"
"AATF",0.817056046507361,0.10250929429201,0.107,0.11,1,"NS"
"PPIG",0.0806934303310363,0.102231096230365,0.309,0.275,1,"NS"
"DOCK10",0.880827083545004,0.10181755030558,0.109,0.107,1,"NS"
"DENR",0.592067584927299,0.100395802133599,0.119,0.113,1,"NS"
"CHMP3",0.356221527544693,0.0998526868392783,0.12,0.109,1,"NS"
"CD52",0.000858868788316011,0.0996798946156217,0.792,0.735,1,"NS"
"ARID5A",0.625659653150579,0.0992340305843312,0.193,0.187,1,"NS"
"TXNL1",0.914869993029942,0.0991033720525079,0.161,0.162,1,"NS"
"RHOT2",0.614793513067114,0.0988875445412139,0.102,0.097,1,"NS"
"TAGLN2",0.439729939113954,0.0985885158596291,0.453,0.44,1,"NS"
"TAF15",0.776000490016719,0.0970002604176918,0.131,0.128,1,"NS"
"PSMD4",0.4780404375072,0.0969945222468181,0.219,0.207,1,"NS"
"TNF",0.888696639101932,0.0969391385700977,0.118,0.118,1,"NS"
"TPT1",0.046314385074561,0.0968391784149434,0.971,0.968,1,"NS"
"FASTK",0.0802633407945212,0.0966724224265423,0.105,0.085,1,"NS"
"EEF1B2",0.0399041083991254,0.0966035258837019,0.757,0.747,1,"NS"
"GLRX3",0.992258958521558,0.0940043171849173,0.105,0.106,1,"NS"
"MATK",0.189024427996577,0.0934858070360738,0.391,0.368,1,"NS"
"SLC39A10",0.348747695374069,0.0932288636120679,0.101,0.091,1,"NS"
"CHMP5",0.44702704008,0.0931195009126495,0.17,0.16,1,"NS"
"KANSL1",0.375720461086684,0.0909892771055838,0.146,0.161,1,"NS"
"GYPC",0.240099433229868,0.0908476335186255,0.352,0.325,1,"NS"
"DDX21",0.689792347492732,0.0905883657739209,0.215,0.21,1,"NS"
"KRCC1",0.0508325011341226,0.0903413908758243,0.106,0.083,1,"NS"
"TAF12",0.447931571664959,0.0900528426624453,0.128,0.119,1,"NS"
"MLF2",0.89102692879213,0.0870175326690195,0.145,0.148,1,"NS"
"GHITM",0.34176447407147,0.0868359472102374,0.278,0.267,1,"NS"
"COX7C",0.164767255331371,0.0865945599940097,0.724,0.697,1,"NS"
"DDX24",0.633434338255144,0.0865403811748942,0.439,0.439,1,"NS"
"HMGB2",0.368660147932356,0.0859273794899267,0.358,0.341,1,"NS"
"SERPINB9",0.500172211426989,0.0850796894405564,0.203,0.196,1,"NS"
"POLE4",0.458528359262335,0.0845257880398319,0.16,0.15,1,"NS"
"MPLKIP",0.481996918641829,0.0844188731012453,0.132,0.124,1,"NS"
"CHMP4B",0.962045382330896,0.0838737415781617,0.11,0.112,1,"NS"
"SUGT1",0.689483050006062,0.0835721157284261,0.137,0.133,1,"NS"
"TMEM141",0.732370696381306,0.083466638613426,0.104,0.1,1,"NS"
"ECHDC1",0.754253098770883,0.0831598229797143,0.109,0.105,1,"NS"
"AUP1",0.110633737770731,0.083112293637405,0.189,0.165,1,"NS"
"PHF1",0.316264063748575,0.0824530573743154,0.128,0.115,1,"NS"
"RNMT",0.858782860313183,0.0823513459974511,0.167,0.166,1,"NS"
"CHMP1B",0.379554531212146,0.0812098506502781,0.28,0.268,1,"NS"
"TRMT112",0.176922524839063,0.0810841227472365,0.435,0.41,1,"NS"
"ARHGAP4",0.840671036449677,0.0808884379613087,0.138,0.136,1,"NS"
"RAP1A",0.932840114885016,0.080833693506468,0.271,0.271,1,"NS"
"COPS3",0.977533006649202,0.080375720431726,0.107,0.108,1,"NS"
"TNIP1",0.719630636334449,0.080135062840497,0.113,0.109,1,"NS"
"TM2D3",0.96471764049974,0.0801325208300503,0.12,0.121,1,"NS"
"MAPRE1",0.433523953613678,0.0798713603795823,0.184,0.173,1,"NS"
"RCSD1",0.984616576892485,0.0796610084545986,0.165,0.168,1,"NS"
"HERC1",0.982644379860372,0.0786806835875709,0.108,0.108,1,"NS"
"HNRNPDL",0.39962164456496,0.0774991974273012,0.572,0.563,1,"NS"
"PCBP2",0.191829664457881,0.0758919758267387,0.412,0.391,1,"NS"
"DOK2",0.984624635084526,0.0752388030197721,0.385,0.394,1,"NS"
"VPS29",0.0275138910573106,0.0744673260600659,0.28,0.24,1,"NS"
"NAA50",0.55174687770488,0.0743451202628194,0.147,0.14,1,"NS"
"RNF113A",0.976457344615158,0.0733605668065609,0.111,0.112,1,"NS"
"SIVA1",0.908251242742212,0.0725791956688924,0.204,0.207,1,"NS"
"SPTY2D1",0.729032249741249,0.0724265947020775,0.125,0.121,1,"NS"
"METAP2",0.529904332845742,0.0721778785330511,0.157,0.169,1,"NS"
"TXNDC12",0.751687940462808,0.071842445250344,0.133,0.129,1,"NS"
"ILF3",0.582439625551104,0.069328940646716,0.156,0.149,1,"NS"
"SARAF",0.408286472268757,0.0676345150433297,0.539,0.537,1,"NS"
"YBX1",0.474166469118752,0.067328661369364,0.68,0.671,1,"NS"
"GIT2",0.0937283540028349,0.0670397796194642,0.105,0.086,1,"NS"
"OPTN",0.748852933510386,0.0669476376733167,0.221,0.217,1,"NS"
"PCMT1",0.36182263248318,0.0662023747698541,0.199,0.186,1,"NS"
"FOXP1",0.83361758271927,0.0653863841707436,0.203,0.202,1,"NS"
"FKBP8",0.475630245437217,0.065107325583186,0.309,0.298,1,"NS"
"GSPT1",0.793708640377719,0.064628421519337,0.144,0.148,1,"NS"
"AP3S1",0.521335494194818,0.0643026358288314,0.155,0.146,1,"NS"
"PRMT1",0.427890108442925,0.0639727386721846,0.156,0.172,1,"NS"
"BRD4",0.994460000375699,0.0635140563042862,0.139,0.139,1,"NS"
"ATP6V1E1",0.247220561190117,0.0630530532349787,0.155,0.138,1,"NS"
"SREK1IP1",0.701766074968668,0.0621071043936571,0.143,0.139,1,"NS"
"ENO1",0.959395941897039,0.0590737970127209,0.451,0.452,1,"NS"
"WAC",0.634466081330767,0.0588064042490067,0.173,0.183,1,"NS"
"DNAJB14",0.946465488060026,0.0587729971420364,0.173,0.177,1,"NS"
"SNU13",0.323593724595977,0.0584515096094331,0.348,0.337,1,"NS"
"GLS",0.810350284292263,0.0580700921225845,0.189,0.188,1,"NS"
"THOC2",0.942744044032254,0.0579337644631724,0.163,0.164,1,"NS"
"ARHGEF1",0.972735170876541,0.0573181143655481,0.313,0.317,1,"NS"
"OCIAD1",0.894433429831708,0.0565957159612941,0.209,0.209,1,"NS"
"DGCR6L",0.834757397061368,0.0564715352367752,0.13,0.128,1,"NS"
"TLE4",0.336115088831481,0.056044950724673,0.225,0.246,1,"NS"
"GDI2",0.249808251557286,0.0552205385360955,0.214,0.196,1,"NS"
"N4BP2L1",0.99993919064909,0.0547503560110669,0.116,0.116,1,"NS"
"SF3B5",0.274450926866522,0.0545537946357886,0.369,0.346,1,"NS"
"CAMLG",0.478114847351516,0.0534700723276689,0.189,0.179,1,"NS"
"PCMTD1",0.404578944220268,0.052421881288706,0.128,0.14,1,"NS"
"UQCRH",0.35070017621163,0.0518385785038404,0.518,0.495,1,"NS"
"HAX1",0.968068004076358,0.0515867378939937,0.201,0.203,1,"NS"
"SUMO1",0.305492914760606,0.0512402433333718,0.344,0.326,1,"NS"
"AKIRIN1",0.677542335421954,0.0500079811518867,0.16,0.166,1,"NS"
"BRWD1",0.691861658621107,0.049086976421213,0.107,0.113,1,"NS"
"SUPT5H",0.920417545456919,0.0488385148214248,0.108,0.108,1,"NS"
"PRPF40A",0.753819644666575,0.0477977433009471,0.202,0.212,1,"NS"
"SYNRG",0.814704414787716,0.0466115955003914,0.166,0.164,1,"NS"
"COMMD6",0.279016187025412,0.0466000036736958,0.637,0.621,1,"NS"
"GOPC",0.483725405270173,0.0464628327488996,0.098,0.107,1,"NS"
"FKBP1A",0.437192537175233,0.0444781886605683,0.266,0.253,1,"NS"
"TYROBP",0.58712182171499,0.0442613283920741,0.754,0.814,1,"NS"
"STOML2",0.976488955660977,0.0434592042091649,0.123,0.122,1,"NS"
"BST2",0.776553457129087,0.0424929400771175,0.36,0.354,1,"NS"
"PCNP",0.376130636832212,0.0420606611768709,0.215,0.2,1,"NS"
"CAPN2",0.681367876204521,0.0420516467933033,0.198,0.207,1,"NS"
"NFKBIB",0.852684496380882,0.0416018605394145,0.107,0.11,1,"NS"
"VAPA",0.798786993383484,0.0409447117954533,0.266,0.262,1,"NS"
"STOM",0.192506276894833,0.0408839644905545,0.255,0.233,1,"NS"
"EIF3M",0.347858043313907,0.0393632306975722,0.268,0.251,1,"NS"
"VDAC2",0.455109987848289,0.0373411083893554,0.244,0.231,1,"NS"
"CCND2",0.65928629349733,0.0371548702467186,0.256,0.247,1,"NS"
"CD8A",0.117918338092764,0.0370428456822417,0.09,0.109,1,"NS"
"MZT2A",0.773984011979897,0.0367524687833927,0.251,0.247,1,"NS"
"RBMS1",0.486902886875832,0.0364531524729333,0.18,0.169,1,"NS"
"LAPTM5",0.352468984966331,0.0358581397955158,0.545,0.529,1,"NS"
"HERPUD2",0.958656263341554,0.0356417547437078,0.158,0.158,1,"NS"
"DPM1",0.531924922104189,0.0355318684616588,0.111,0.103,1,"NS"
"SPTAN1",0.525892365554799,0.0352005110587496,0.151,0.143,1,"NS"
"CENPC",0.848113915842874,0.0318821963033989,0.137,0.14,1,"NS"
"ENY2",0.751644313409313,0.0317590482109049,0.289,0.289,1,"NS"
"VCP",0.365803450677462,0.0313524417600627,0.158,0.173,1,"NS"
"RBM17",0.642781852332027,0.0308929655502103,0.162,0.17,1,"NS"
"VDAC1",0.608586009571405,0.0307253735167853,0.207,0.197,1,"NS"
"LY6E",0.6558935747455,0.0306014044478742,0.475,0.467,1,"NS"
"EIF1B",0.595015875387604,0.0305300784493152,0.242,0.254,1,"NS"
"PPP2CA",0.908915674826208,0.0301268365989347,0.185,0.183,1,"NS"
"SH3BP1",0.375853042058365,0.0289267972034133,0.149,0.137,1,"NS"
"CXXC5",0.478033793961423,0.0287502091023418,0.096,0.106,1,"NS"
"ACTB",0.00235131998397937,0.0282213484332781,0.974,0.978,1,"NS"
"LUC7L2",0.682235018527118,0.0272608986109759,0.133,0.127,1,"NS"
"ANP32E",0.899561183697973,0.0272137803407083,0.195,0.195,1,"NS"
"CCT5",0.99974308826098,0.026156327929778,0.173,0.173,1,"NS"
"GSTK1",0.460765527596284,0.0258165173878966,0.321,0.306,1,"NS"
"RTF1",0.864600575044963,0.0256889429050093,0.226,0.226,1,"NS"
"HADHB",0.830266157235041,0.0254329950707605,0.106,0.109,1,"NS"
"ETFA",0.987431286338528,0.0245302335164749,0.15,0.151,1,"NS"
"ZNF428",0.936857625625594,0.0235686297122828,0.184,0.183,1,"NS"
"RAB7A",0.39704579546279,0.0235661540864716,0.245,0.229,1,"NS"
"NDUFV1",0.395584918554728,0.0231546486480482,0.164,0.151,1,"NS"
"UBE2E3",0.281694834035561,0.0230340395138434,0.14,0.157,1,"NS"
"EIF3D",0.825088825923195,0.0229677019845083,0.28,0.287,1,"NS"
"CNPY3",0.725682608586296,0.0227157122509035,0.152,0.158,1,"NS"
"WTAP",0.649663283567363,0.0215148540413646,0.231,0.24,1,"NS"
"PTPN22",0.932052341681822,0.0201574112324177,0.266,0.263,1,"NS"
"UBE2K",0.931968484509307,0.0200329917557475,0.125,0.127,1,"NS"
"TDG",0.165404962871419,0.019648529336569,0.116,0.136,1,"NS"
"TMX4",0.661720053005376,0.0195841753100221,0.177,0.168,1,"NS"
"CAND1",0.993775838290221,0.0191807949111834,0.126,0.126,1,"NS"
"SNX3",0.438856105891199,0.0184504340811324,0.32,0.3,1,"NS"
"AKAP9",0.718450699260047,0.0183823150786846,0.268,0.275,1,"NS"
"NDUFS7",0.937340156439398,0.0169041947062203,0.214,0.212,1,"NS"
"CMTM6",0.793369671936375,0.0167698271650041,0.191,0.197,1,"NS"
"ALG5",0.861751495162671,0.0136703293881982,0.102,0.101,1,"NS"
"JMJD1C",0.296422503703237,0.0121868416388095,0.162,0.146,1,"NS"
"CCDC69",0.998396286678071,0.0121118839451119,0.15,0.151,1,"NS"
"EIF2S3",0.899456007296546,0.011133321032388,0.165,0.167,1,"NS"
"ITM2B",0.853180758339266,0.0104881968156558,0.675,0.678,1,"NS"
"AHI1",0.816277521729008,0.0096404024618067,0.106,0.103,1,"NS"
"RBM23",0.868169557609703,0.00933779937048962,0.161,0.164,1,"NS"
"TIMM13",0.884025569898865,0.00933583246534009,0.136,0.138,1,"NS"
"CHMP1A",0.421499021400285,0.00904106613599054,0.094,0.104,1,"NS"
"NEMF",0.97829057073711,0.00870011275220867,0.167,0.167,1,"NS"
"SNRPB2",0.244178485758793,0.00856839984881996,0.275,0.303,1,"NS"
"RBM39",0.957046917971643,0.00770224237902895,0.612,0.601,1,"NS"
"NCOR1",0.590880014682904,0.00697610604357091,0.289,0.28,1,"NS"
"DNAJC15",0.479305620486647,0.00675436083140957,0.177,0.165,1,"NS"
"MNAT1",0.610324339282893,0.00646747620302815,0.108,0.115,1,"NS"
"PNKP",0.381685595453691,0.00637057863705245,0.113,0.124,1,"NS"
"C1QBP",0.972059569062202,0.00606335988610474,0.189,0.189,1,"NS"
"EIF2AK2",0.762933651399016,0.0054594512656731,0.106,0.11,1,"NS"
"COX4I1",0.971473058005746,0.00467399642450639,0.762,0.762,1,"NS"
"EPSTI1",0.181399674323239,0.00461767102608752,0.13,0.112,1,"NS"
"CALM3",0.459767143879798,0.0044222398028404,0.299,0.317,1,"NS"
"EMC10",0.791947412707665,0.00430047291330671,0.134,0.131,1,"NS"
"DHX36",0.851285191017003,0.00428133522710961,0.289,0.292,1,"NS"
"SNRPF",0.356195012912915,0.00421381205060456,0.275,0.257,1,"NS"
"TCIRG1",0.266209919451671,0.00421336792449517,0.141,0.159,1,"NS"
"PLCG2",0.0673513350348148,0.00412112945040561,0.126,0.104,1,"NS"
"PIM1",0.248834906231205,0.00402570807911107,0.263,0.24,1,"NS"
"GSDMD",0.725820827871523,0.00385891120991799,0.163,0.17,1,"NS"
"STK17B",0.816307518968576,0.00381393064433411,0.376,0.376,1,"NS"
"PURA",0.713950892156079,0.00378003868634528,0.114,0.119,1,"NS"
"NDUFB6",0.354778625376724,0.00173760781005461,0.158,0.145,1,"NS"
"IKZF3",0.794457392731907,0.00119884353134458,0.199,0.193,1,"NS"
"SERBP1",0.61514799059786,0.000974133954274148,0.407,0.413,1,"NS"
"EIF3K",0.607026895922758,0.000331792189863567,0.585,0.572,1,"NS"
"FDFT1",0.765148191045575,-0.000534453694038484,0.113,0.108,1,"NS"
"PREX1",0.778857383607442,-0.000800380376176885,0.152,0.148,1,"NS"
"CSTB",0.513231416581505,-0.0012892790408523,0.343,0.327,1,"NS"
"YTHDC1",0.906790836039428,-0.00149587301698195,0.19,0.192,1,"NS"
"ELOF1",0.763413401585017,-0.00271237368029842,0.11,0.106,1,"NS"
"PPP1CC",0.863625199476899,-0.00364141376909627,0.167,0.17,1,"NS"
"DPP7",0.831529639532803,-0.00366476655258419,0.246,0.245,1,"NS"
"RNPS1",0.797704778616661,-0.00410441753133783,0.27,0.265,1,"NS"
"PHPT1",0.844726551611069,-0.00411366968607951,0.218,0.222,1,"NS"
"GLIPR2",0.960470933630592,-0.00444305213810048,0.239,0.237,1,"NS"
"PRKAR2A",0.672555177382637,-0.00458801866694675,0.101,0.106,1,"NS"
"HMGB1",0.677091199961103,-0.00461232311434445,0.733,0.729,1,"NS"
"RBMX",0.299173882910396,-0.00589350404286226,0.278,0.299,1,"NS"
"GIMAP6",0.581692255408364,-0.00642375956538921,0.106,0.113,1,"NS"
"COPS5",0.792663633461111,-0.00702924800791882,0.145,0.141,1,"NS"
"MPHOSPH8",0.728840463111657,-0.0084370650492509,0.301,0.311,1,"NS"
"PDCD6",0.961849914987876,-0.00874695211799059,0.213,0.213,1,"NS"
"ZNF131",0.97166222355996,-0.00925763959087614,0.124,0.125,1,"NS"
"COMMD7",0.962430347142171,-0.00955703633582061,0.201,0.201,1,"NS"
"PPP1CB",0.871849830093857,-0.009707828955414,0.244,0.247,1,"NS"
"TXNIP",0.634924595338124,-0.010461164769584,0.732,0.702,1,"NS"
"RASAL3",0.978295412437291,-0.010867608210987,0.188,0.189,1,"NS"
"MPC2",0.409421018186759,-0.0121966803158049,0.206,0.192,1,"NS"
"SON",0.650335986706939,-0.0123738224226289,0.518,0.522,1,"NS"
"ANKRD44",0.834013025905793,-0.0130012666956066,0.208,0.204,1,"NS"
"SYNCRIP",0.123338092510398,-0.0140860264239946,0.128,0.15,1,"NS"
"STX10",0.951991829319535,-0.0140993095455569,0.098,0.1,1,"NS"
"CDK12",0.937212780536215,-0.0142435538590443,0.129,0.128,1,"NS"
"EIF5A",0.796422186522527,-0.0144811302499663,0.3,0.304,1,"NS"
"ZNF800",0.683747348812073,-0.0147780237134145,0.135,0.142,1,"NS"
"WDR33",0.960176362078916,-0.0149918569335373,0.169,0.17,1,"NS"
"GNAS",0.766036780687437,-0.0156608055728753,0.355,0.357,1,"NS"
"PBDC1",0.205385945447954,-0.015889223071504,0.103,0.12,1,"NS"
"CLTB",0.974520423894418,-0.0168445239415107,0.189,0.188,1,"NS"
"PPP2R5E",0.504538977559457,-0.0173335718094324,0.125,0.135,1,"NS"
"PRDX5",0.883959773781402,-0.0173798811831527,0.373,0.379,1,"NS"
"CIB1",0.927286593009244,-0.0174120492975063,0.462,0.466,1,"NS"
"NR4A3",0.946961364952741,-0.0176418610428736,0.114,0.115,1,"NS"
"PNPLA8",0.624649541084563,-0.018189253971252,0.108,0.114,1,"NS"
"ACTG1",0.320138767154757,-0.0182118338835009,0.886,0.888,1,"NS"
"RABGAP1L",0.672653109931918,-0.0182491283403216,0.15,0.158,1,"NS"
"OST4",0.709552965981726,-0.0183342618804399,0.643,0.63,1,"NS"
"CMPK1",0.848443210268216,-0.0188603453772678,0.22,0.217,1,"NS"
"NME3",0.400586586376231,-0.0197539021308631,0.178,0.164,1,"NS"
"TNRC6C",0.174170797133089,-0.0199577908302465,0.085,0.102,1,"NS"
"NUDT22",0.832812289970616,-0.0227742115673398,0.11,0.107,1,"NS"
"LSM5",0.398763836535208,-0.0236583034576863,0.181,0.166,1,"NS"
"AKIRIN2",0.718853323839376,-0.0238304990227727,0.161,0.155,1,"NS"
"POLR1D",0.307094198409501,-0.0255125738143789,0.255,0.275,1,"NS"
"TOMM22",0.7790506077861,-0.0255650770993829,0.18,0.185,1,"NS"
"PCM1",0.236071656519702,-0.0261031843520613,0.173,0.193,1,"NS"
"S100A10",0.608969568015176,-0.0261387479974498,0.635,0.636,1,"NS"
"SAFB",0.635248437090817,-0.0264585617551888,0.11,0.105,1,"NS"
"DNAJC2",0.782946223564197,-0.0279272580187049,0.11,0.113,1,"NS"
"ASH1L",0.918067840835204,-0.0285974899226925,0.15,0.152,1,"NS"
"SHARPIN",0.525448107705113,-0.0301402691072145,0.101,0.109,1,"NS"
"PHF5A",0.646181485632277,-0.0309568185785482,0.101,0.107,1,"NS"
"LINC00623",0.357065451803781,-0.0319095561908307,0.136,0.122,1,"NS"
"PTPN7",0.211591046193438,-0.0328684855756549,0.337,0.356,1,"NS"
"TTC3",0.36622809399534,-0.0341676333849051,0.142,0.156,1,"NS"
"ANXA7",0.432547715044158,-0.0342795611073461,0.144,0.132,1,"NS"
"MBNL1",0.519752893968008,-0.0342861701111132,0.342,0.353,1,"NS"
"TMC6",0.196684474330119,-0.0352364137881868,0.185,0.207,1,"NS"
"MTCH1",0.780080661969055,-0.0355237802436528,0.161,0.165,1,"NS"
"TSPYL1",0.446567378692853,-0.0367801128006289,0.104,0.094,1,"NS"
"DNAJC7",0.429604598748197,-0.0379318801583215,0.192,0.178,1,"NS"
"NUCB1",0.750193891815216,-0.0381004208473558,0.18,0.186,1,"NS"
"CDKN1B",0.472295563882163,-0.0384977137314217,0.167,0.178,1,"NS"
"PHB",0.310679032129906,-0.0390532997940632,0.195,0.214,1,"NS"
"OAZ1",0.643717651068284,-0.039496920871573,0.771,0.805,1,"NS"
"ERICH1",0.599021072918642,-0.0396995052248297,0.126,0.134,1,"NS"
"RAB5C",0.114747144904346,-0.040345819675057,0.202,0.232,1,"NS"
"ROMO1",0.858933327750658,-0.0408965880375229,0.211,0.214,1,"NS"
"HNRNPA2B1",0.392145485851848,-0.0409890441201579,0.666,0.667,1,"NS"
"SSR3",0.250146596208063,-0.0416772910121879,0.153,0.171,1,"NS"
"PPP1R12A",0.221823883070097,-0.0422897027009175,0.281,0.302,1,"NS"
"EIF3F",0.763135297492557,-0.0427840615133923,0.463,0.472,1,"NS"
"KLRC2",0.584778458124143,-0.0435276484938791,1,1,1,"NS"
"DNPEP",0.273726325302038,-0.0437908710066315,0.087,0.1,1,"NS"
"IRF3",0.962124326169125,-0.0440200240760187,0.178,0.175,1,"NS"
"IGBP1",0.632111767414075,-0.0441003556774215,0.172,0.165,1,"NS"
"LAGE3",0.954439466878698,-0.0446078793696144,0.101,0.1,1,"NS"
"ZFAND2B",0.437793896021062,-0.0446235252854211,0.108,0.118,1,"NS"
"SRSF10",0.656087744263814,-0.0453426236588578,0.219,0.227,1,"NS"
"PHB2",0.255655219951547,-0.045452186662279,0.169,0.188,1,"NS"
"CCT8",0.78576326131158,-0.0454761646862041,0.218,0.213,1,"NS"
"SSR4",0.776673654866418,-0.0457002542449856,0.567,0.565,1,"NS"
"CCDC59",0.873694700201715,-0.0460699737120145,0.19,0.186,1,"NS"
"SPOP",0.322909472729466,-0.0461897813696292,0.112,0.125,1,"NS"
"NDUFA10",0.621255619397562,-0.0462430848378551,0.131,0.137,1,"NS"
"RAN",0.832742311047355,-0.0480558442937156,0.421,0.428,1,"NS"
"PPM1B",0.762394283992465,-0.0486248931170815,0.136,0.141,1,"NS"
"MICU2",0.779003577298671,-0.0486899022961045,0.102,0.105,1,"NS"
"UFM1",0.936977183353161,-0.0488182255578349,0.152,0.15,1,"NS"
"AKAP8L",0.0732886695877717,-0.049214973479809,0.083,0.105,1,"NS"
